# #stocks, #noise, #price, #walk, #kn, #action
4532,-132,0,0,0,buy
4398,-29,0.027000000000000017,-132,-134,buy
4358,-57,0.035000000000000024,-161,-174,buy
4300,-32,0.04500000000000003,-218,-232,buy
4263,-54,0.05100000000000004,-250,-269,buy
4204,82,0.06500000000000004,-304,-328,sell
4287,59,0.018000000000000002,-222,-245,sell
4346,176,0.000999999999999993,-163,-186,sell
4523,-57,-0.017000000000000015,13,-9,buy
4460,67,-6.938893903907228e-18,-44,-72,sell
4536,155,-0.018000000000000016,23,4,sell
4691,-30,-0.039000000000000035,178,159,buy
4660,28,-0.02100000000000002,148,128,sell
4691,-19,-0.039000000000000035,176,159,buy
4672,-40,-0.02300000000000002,157,140,buy
4632,-123,-0.014000000000000012,117,100,buy
4497,-98,0.004999999999999993,-6,-35,buy
4399,-30,0.06800000000000005,-104,-133,buy
4366,62,0.07400000000000005,-134,-166,sell
4436,171,0.024000000000000007,-72,-96,sell
4610,91,-0.027000000000000024,99,78,sell
4706,189,-0.04800000000000004,190,174,sell
4896,100,-0.07800000000000007,379,364,sell
5000,110,-0.09500000000000008,479,468,sell
5114,-28,-0.1140000000000001,589,582,buy
5076,-4,-0.013000000000000012,561,544,buy
5070,56,-0.01100000000000001,557,538,sell
5128,-73,-0.03400000000000003,613,596,buy
5050,-60,-0.006000000000000007,540,518,buy
4984,8,0.003999999999999993,480,452,sell
4993,-72,0.000999999999999993,488,461,buy
4911,-27,0.017,416,379,buy
4873,94,0.023000000000000007,389,341,sell
4969,-271,-0.001000000000000007,483,437,buy
4695,-195,0.056000000000000036,212,163,buy
4494,-10,0.08900000000000007,17,-38,buy
4480,-125,0.09100000000000007,7,-52,buy
4347,71,0.11000000000000008,-118,-185,sell
4420,52,0.002999999999999993,-47,-112,sell
4479,-15,-0.006000000000000007,5,-53,buy
4461,20,-0.001000000000000007,-10,-71,sell
4486,99,-0.007000000000000007,10,-46,sell
4590,-7,-0.027000000000000024,109,58,buy
4582,39,-0.018000000000000016,102,50,sell
4624,42,-0.03300000000000003,141,92,sell
4676,125,-0.04200000000000004,183,144,sell
4804,42,-0.06900000000000006,308,272,sell
4850,-60,-0.07500000000000007,350,318,buy
4790,36,-0.03400000000000003,290,258,sell
4827,-117,-0.06300000000000006,326,295,buy
4710,176,-0.004000000000000007,209,178,sell
4893,-36,-0.08400000000000007,385,361,buy
4852,-23,-0.040000000000000036,349,320,buy
4828,-83,-0.025000000000000022,326,296,buy
4730,145,0.001999999999999993,243,198,sell
4876,-80,-0.03300000000000003,388,344,buy
4787,-34,-0.004000000000000007,308,255,buy
4747,122,0.000999999999999993,274,215,sell
4873,-25,-0.028000000000000025,396,341,buy
4845,35,-0.014000000000000012,371,313,sell
4885,-1,-0.03600000000000003,406,353,buy
4884,16,-0.031000000000000028,405,352,sell
4903,-9,-0.039000000000000035,421,371,buy
4894,-97,-0.027000000000000024,412,362,buy
4788,-10,-0.004000000000000007,315,256,buy
4762,84,-0.001000000000000007,305,230,sell
4849,29,-0.02400000000000002,389,317,sell
4887,-47,-0.03600000000000003,418,355,buy
4836,46,-0.013000000000000012,371,304,sell
4882,-132,-0.03500000000000003,417,350,buy
4749,113,0.000999999999999993,285,217,sell
4875,-7,-0.028000000000000025,398,343,buy
4867,-12,-0.020000000000000018,391,335,buy
4854,-52,-0.015000000000000013,379,322,buy
4799,67,-0.004000000000000007,327,267,sell
4869,206,-0.027000000000000024,394,337,sell
5077,-38,-0.1160000000000001,600,545,buy
5034,99,-0.01200000000000001,562,502,sell
5138,-97,-0.05300000000000005,661,606,buy
5034,34,-0.01200000000000001,564,502,sell
5070,203,-0.029000000000000026,598,538,sell
5276,-130,-0.14700000000000013,801,744,buy
5146,-5,0.003999999999999993,671,614,buy
5130,-42,0.004999999999999993,666,598,buy
5088,-141,0.012999999999999998,624,556,buy
4943,-30,0.029000000000000012,483,411,buy
4901,-99,0.03500000000000002,453,369,buy
4796,-78,0.05000000000000003,354,264,buy
4718,-14,0.06000000000000004,276,186,buy
4698,-121,0.06300000000000004,262,166,buy
